run_key,run_label,step,action_type,target,ok,world_score,human_score,resident_mood_score
after_refactor,After Refactor,134,move,bathroom,True,0.625,0.6888,0.885
after_refactor,After Refactor,135,scan,bathroom,True,0.61,0.6834,0.8852
after_refactor,After Refactor,136,push,door_bathroom,True,0.6,0.6799,0.8854
after_refactor,After Refactor,137,pull,door_bathroom,True,0.625,0.6889,0.8855
after_refactor,After Refactor,138,push,door_bathroom,True,0.625,0.689,0.8858
after_refactor,After Refactor,139,move,bedroom,True,0.5975,0.6791,0.886
after_refactor,After Refactor,140,push,door_bedroom,True,0.6125,0.6845,0.8862
after_refactor,After Refactor,141,move,bathroom,True,0.625,0.6891,0.8864
after_refactor,After Refactor,142,move,bedroom,True,0.6125,0.6846,0.8866
after_refactor,After Refactor,143,move,bathroom,True,0.61,0.6834,0.8852
after_refactor,After Refactor,144,move,bedroom,True,0.6125,0.684,0.8838
after_refactor,After Refactor,145,move,bathroom,True,0.5925,0.6729,0.8824
after_refactor,After Refactor,146,push,door_bathroom,True,0.625,0.6878,0.881
after_refactor,After Refactor,147,move,bedroom,True,0.61,0.682,0.8797
after_refactor,After Refactor,148,move,bathroom,True,0.544,0.648,0.8784
after_refactor,After Refactor,149,push,door_bathroom,True,0.72,0.7422,0.8767
after_refactor,After Refactor,150,move,kitchen,True,0.745,0.7509,0.8754
after_refactor,After Refactor,151,scan,juice_fridge_kitchen,True,0.745,0.7505,0.874
after_refactor,After Refactor,152,pull,door_fridge_kitchen,True,0.7175,0.7402,0.8723
after_refactor,After Refactor,153,push,door_fridge_kitchen,True,0.7525,0.756,0.871
after_refactor,After Refactor,154,push,door_fridge_kitchen,True,0.765,0.7598,0.8696
after_refactor,After Refactor,155,scan,juice_fridge_kitchen,True,0.7525,0.7524,0.8682
after_refactor,After Refactor,156,scan,juice_fridge_kitchen,True,0.75,0.749,0.8668
after_refactor,After Refactor,157,pull,door_fridge_kitchen,True,0.7125,0.7051,0.8654
after_refactor,After Refactor,158,push,door_fridge_kitchen,True,0.7325,0.7155,0.864
after_refactor,After Refactor,159,push,door_fridge_kitchen,True,0.745,0.7196,0.8626
after_refactor,After Refactor,160,move,door_kitchen,True,0.73,0.7139,0.8612
after_refactor,After Refactor,161,push,door_kitchen,True,0.72,0.71,0.8598
after_refactor,After Refactor,162,scan,door_kitchen,True,0.745,0.7186,0.8584
after_refactor,After Refactor,163,push,door_kitchen,True,0.745,0.7183,0.857
after_refactor,After Refactor,164,move,bathroom,True,0.7175,0.708,0.8556
after_refactor,After Refactor,165,pick,toilet_brush_bathroom,True,0.7325,0.713,0.8542
after_refactor,After Refactor,166,brush,toilet_bathroom,True,0.745,0.7172,0.8528
after_refactor,After Refactor,167,brush,toilet_bathroom,True,0.7325,0.7124,0.8514
after_refactor,After Refactor,168,place,sink_bathroom,True,0.73,0.7111,0.85
after_refactor,After Refactor,169,move,bedroom,True,0.7325,0.7116,0.8486
after_refactor,After Refactor,170,move,bathroom,True,0.7325,0.7113,0.8472
after_refactor,After Refactor,171,move,bedroom,True,0.745,0.7155,0.8458
after_refactor,After Refactor,172,move,living_room,True,0.73,0.7097,0.8444
after_refactor,After Refactor,173,move,bedroom,True,0.72,0.7057,0.843
after_refactor,After Refactor,174,move,living_room,True,0.745,0.7144,0.8416
after_refactor,After Refactor,175,move,kitchen,True,0.745,0.714,0.8402
after_refactor,After Refactor,176,scan,milk_fridge_kitchen,True,0.7175,0.7038,0.8388
after_refactor,After Refactor,177,pull,door_fridge_kitchen,True,0.7125,0.6981,0.8374
after_refactor,After Refactor,178,push,door_fridge_kitchen,True,0.745,0.713,0.836
after_refactor,After Refactor,179,scan,juice_fridge_kitchen,True,0.6125,0.6436,0.8346
after_refactor,After Refactor,180,scan,juice_fridge_kitchen,True,0.61,0.6426,0.8332
after_refactor,After Refactor,181,scan,juice_fridge_kitchen,True,0.5775,0.6318,0.8318
after_refactor,After Refactor,182,move,living_room,True,0.5775,0.6325,0.8304
after_refactor,After Refactor,183,move,balcony,True,0.59,0.6376,0.829
after_refactor,After Refactor,184,scan,balcony,True,0.575,0.6326,0.8276
after_refactor,After Refactor,185,push,door_balcony,True,0.565,0.6339,0.8262
after_refactor,After Refactor,186,scan,door_balcony,True,0.59,0.6511,0.8248
after_refactor,After Refactor,187,move,living_room,True,0.59,0.6579,0.8234
after_refactor,After Refactor,188,scan,living_room,True,0.5625,0.6505,0.822
after_refactor,After Refactor,189,move,balcony,True,0.5775,0.6555,0.8206
after_refactor,After Refactor,190,press,button_balcony,True,0.5215,0.6251,0.8192
after_refactor,After Refactor,191,move,living_room,True,0.575,0.654,0.8178
after_refactor,After Refactor,192,move,balcony,True,0.5775,0.6549,0.818
after_refactor,After Refactor,193,press,button_balcony,True,0.5775,0.6549,0.8182
after_refactor,After Refactor,194,move,living_room,True,0.59,0.6595,0.8184
after_refactor,After Refactor,195,move,door_living_room,True,0.575,0.6541,0.8186
after_refactor,After Refactor,196,push,door_living_room,True,0.565,0.6508,0.8195
after_refactor,After Refactor,197,pull,door_living_room,True,0.59,0.6596,0.819
after_refactor,After Refactor,198,push,door_living_room,True,0.59,0.6598,0.8196
after_refactor,After Refactor,199,move,balcony,True,0.5625,0.65,0.8198
after_refactor,After Refactor,200,move,living_room,True,0.5775,0.6554,0.82
after_refactor,After Refactor,201,move,balcony,True,0.59,0.6599,0.8202
after_refactor,After Refactor,202,scan,balcony,True,0.5775,0.6555,0.8204
after_refactor,After Refactor,203,push,door_balcony,True,0.575,0.6546,0.8206
after_refactor,After Refactor,204,scan,door_balcony,True,0.5775,0.6556,0.8208
after_refactor,After Refactor,205,move,living_room,True,0.5775,0.6557,0.821
after_refactor,After Refactor,206,move,kitchen,True,0.59,0.6602,0.8212
after_refactor,After Refactor,207,scan,juice_fridge_kitchen,True,0.575,0.6549,0.8214
after_refactor,After Refactor,208,scan,juice_fridge_kitchen,True,0.565,0.6513,0.8216
after_refactor,After Refactor,209,pull,door_fridge_kitchen,True,0.55,0.6388,0.8215
after_refactor,After Refactor,210,push,door_fridge_kitchen,True,0.59,0.6604,0.822
after_refactor,After Refactor,211,scan,juice_fridge_kitchen,True,0.5625,0.6505,0.8222
after_refactor,After Refactor,212,pull,door_fridge_kitchen,True,0.5375,0.6344,0.8222
after_refactor,After Refactor,213,push,door_fridge_kitchen,True,0.59,0.6605,0.8226
after_refactor,After Refactor,214,scan,juice_fridge_kitchen,True,0.5775,0.6561,0.8228
